interactor1	interactor2	interactor1_canon	interactor2_canon	query_term1	query_term2	organism	int_type
PA1445	PA3351	Q51467	Q79SU4	FLIO_PSEAE	Q9HYP5_PSEAE	bacteria	interacts
PA1566	PA1638	Q9I3F1	Q9I387	Q9I3F1_PSEAE	GLSA_PSEAE	bacteria	interacts
PA1566	PA5508	Q9I3F1	Q9HT65	Q9I3F1_PSEAE	Q9HT65_PSEAE	bacteria	interacts
PA1324	PA3692	Q9I420	Q9HXU8	Q9I420_PSEAE	Q9HXU8_PSEAE	bacteria	interacts
PA4958	PA4959	Q9HUK7	Q9HUK6	FIMW_PSEAE	Q9HUK6_PSEAE	bacteria	interacts
PA4837	PA5531	Q9HUX3	Q51368	CNTO_PSEAE	TONB_PSEAE	bacteria	interacts
PA2899	PA3946	Q9HZU8	Q9HX70	Q9HZU8_PSEAE	Q9HX70_PSEAE	bacteria	interacts
PA4959	PA5442	Q9HUK6	Q9HTC4	Q9HUK6_PSEAE	Q9HTC4_PSEAE	bacteria	interacts
PA4959	PA5017	Q9HUK6	Q9HUF2	Q9HUK6_PSEAE	Q9HUF2_PSEAE	bacteria	interacts
PA4835	PA4836	Q9HUX5	Q9HUX4	ODH_PSEAE	NASLL_PSEAE	bacteria	interacts
PA4835	PA4837	Q9HUX5	Q9HUX3	ODH_PSEAE	CNTO_PSEAE	bacteria	interacts
PA3746	PA4268	Q9HXP8	Q9HWD0	Q9HXP8_PSEAE	RS12_PSEAE	bacteria	interacts
PA3746	PA4934	Q9HXP8	Q9HUN0	Q9HXP8_PSEAE	RS18_PSEAE	bacteria	interacts
PA3746	PA4249	Q9HXP8	Q9HWE9	Q9HXP8_PSEAE	RS8_PSEAE	bacteria	interacts
PA3746	PA4251	Q9HXP8	Q9HWE7	Q9HXP8_PSEAE	RL5_PSEAE	bacteria	interacts
PA3746	PA4273	Q9HXP8	Q9HWC6	Q9HXP8_PSEAE		bacteria	interacts
PA3746	PA4262	Q9HXP8	Q9HWD6	Q9HXP8_PSEAE	RL4_PSEAE	bacteria	interacts
PA3746	PA4248	Q9HXP8	Q9HWF0	Q9HXP8_PSEAE	RL6_PSEAE	bacteria	interacts
PA3746	PA4568	Q9HXP8	Q9HVL6	Q9HXP8_PSEAE	RL21_PSEAE	bacteria	interacts
PA3746	PA4244	Q9HXP8	Q9HWF4	Q9HXP8_PSEAE	RL15_PSEAE	bacteria	interacts
PA3746	PA4250	Q9HXP8	Q9HWE8	Q9HXP8_PSEAE	RS14_PSEAE	bacteria	interacts
PA3746	PA5128	Q9HXP8	Q9HU56	Q9HXP8_PSEAE	SECB_PSEAE	bacteria	interacts
PA3746	PA5316	Q9HXP8	Q9HTN8	Q9HXP8_PSEAE	RL28_PSEAE	bacteria	interacts
PA3746	PA4246	Q9HXP8	Q9HWF2	Q9HXP8_PSEAE	RS5_PSEAE	bacteria	interacts
PA3746	PA4240	Q9HXP8	Q9HWF8	Q9HXP8_PSEAE	RS11_PSEAE	bacteria	interacts
PA3746	PA4259	Q9HXP8	Q9HWD9	Q9HXP8_PSEAE	RS19_PSEAE	bacteria	interacts
PA3746	PA4276	Q9HXP8	Q9HWC3	Q9HXP8_PSEAE	SECE_PSEAE	bacteria	interacts
PA3746	PA4433	Q9HXP8	Q9HVY2	Q9HXP8_PSEAE	RL13_PSEAE	bacteria	interacts
PA3746	PA4255	Q9HXP8	Q9HWE3	Q9HXP8_PSEAE	RL29_PSEAE	bacteria	interacts
PA3746	PA5049	Q9HXP8	Q9HUD0	Q9HXP8_PSEAE	RL31_PSEAE	bacteria	interacts
PA3746	PA4257	Q9HXP8	Q9HWE1	Q9HXP8_PSEAE	RS3_PSEAE	bacteria	interacts
PA3746	PA4260	Q9HXP8	Q9HWD8	Q9HXP8_PSEAE	RL2_PSEAE	bacteria	interacts
PA3746	PA4403	Q9HXP8	Q9LCT3	Q9HXP8_PSEAE	SECA_PSEAE	bacteria	interacts
PA3746	PA4267	Q9HXP8	Q9HWD1	Q9HXP8_PSEAE	RS7_PSEAE	bacteria	interacts
PA3746	PA4243	Q9HXP8	Q9HWF5	Q9HXP8_PSEAE	SECY_PSEAE	bacteria	interacts
PA3746	PA4256	Q9HXP8	Q9HWE2	Q9HXP8_PSEAE	RL16_PSEAE	bacteria	interacts
PA3746	PA3822	Q9HXP8	Q9HXI0	Q9HXP8_PSEAE	Q9HXI0_PSEAE	bacteria	interacts
PA3746	PA4253	Q9HXP8	Q9HWE5	Q9HXP8_PSEAE	RL14_PSEAE	bacteria	interacts
PA3746	PA5568	Q9HXP8	Q9HT06	Q9HXP8_PSEAE	YIDC_PSEAE	bacteria	interacts
PA3746	PA4245	Q9HXP8	Q9HWF3	Q9HXP8_PSEAE	RL30_PSEAE	bacteria	interacts
PA3746	PA4254	Q9HXP8	Q9HWE4	Q9HXP8_PSEAE	RS17_PSEAE	bacteria	interacts
PA3746	PA4261	Q9HXP8	Q9HWD7	Q9HXP8_PSEAE	RL23_PSEAE	bacteria	interacts
PA3746	PA4263	Q9HXP8	Q9HWD5	Q9HXP8_PSEAE	RL3_PSEAE	bacteria	interacts
PA3746	PA4274	Q9HXP8	Q9HWC5	Q9HXP8_PSEAE		bacteria	interacts
PA3746	PA4567	Q9HXP8	Q9HVL7	Q9HXP8_PSEAE	RL27_PSEAE	bacteria	interacts
PA3746	PA4932	Q9HXP8	Q9HUN2	Q9HXP8_PSEAE	RL9_PSEAE	bacteria	interacts
PA3746	PA4252	Q9HXP8	Q9HWE6	Q9HXP8_PSEAE	RL24_PSEAE	bacteria	interacts
PA3746	PA4747	Q9HXP8	Q9HV52	Q9HXP8_PSEAE	SECG_PSEAE	bacteria	interacts
PA3746	PA4237	Q9HXP8	O52761	Q9HXP8_PSEAE	RL17_PSEAE	bacteria	interacts
PA3746	PA4264	Q9HXP8	Q9HWD4	Q9HXP8_PSEAE	RS10_PSEAE	bacteria	interacts
PA3746	PA5570	Q9HXP8	P29436	Q9HXP8_PSEAE	RL34_PSEAE	bacteria	interacts
PA3746	PA4258	Q9HXP8	Q9HWE0	Q9HXP8_PSEAE	RL22_PSEAE	bacteria	interacts
PA3746	PA4241	Q9HXP8	Q9HWF7	Q9HXP8_PSEAE	RS13_PSEAE	bacteria	interacts
PA3746	PA4741	Q9HXP8	Q9HV58	Q9HXP8_PSEAE	RS15_PSEAE	bacteria	interacts
PA3746	PA4247	Q9HXP8	Q9HWF1	Q9HXP8_PSEAE	RL18_PSEAE	bacteria	interacts
PA3746	PA4239	Q9HXP8	O52759	Q9HXP8_PSEAE	RS4_PSEAE	bacteria	interacts
PA3746	PA4272	Q9HXP8	Q9HWC7	Q9HXP8_PSEAE		bacteria	interacts
PA0119	PA1183	Q9I713	Q9I4F5	DCTA1_PSEAE	DCTA2_PSEAE	bacteria	interacts
PA4836	PA4837	Q9HUX4	Q9HUX3	NASLL_PSEAE	CNTO_PSEAE	bacteria	interacts
PA2780		Q9I063		Q9I063_PSEAE		bacteria	interacts
PA1690	PA1694	Q9I337	Q9I333	Q9I337_PSEAE	Q9I333_PSEAE	bacteria	interacts
PA1690	PA1695	Q9I337	Q9I332	Q9I337_PSEAE	Q9I332_PSEAE	bacteria	interacts
PA1690	PA1720	Q9I337	P95435	Q9I337_PSEAE	PSCG_PSEAE	bacteria	interacts
PA3872	PA3878	G3XD18	G3XD66	G3XD18_PSEAE	G3XD66_PSEAE	bacteria	interacts
PA3872	PA4202	G3XD18	Q9HWH9	G3XD18_PSEAE	NMO_PSEAE	bacteria	interacts
PA3872	PA3873	G3XD18	G3XCY9	G3XD18_PSEAE	G3XCY9_PSEAE	bacteria	interacts
PA3872	PA3879	G3XD18	Q9HXD3	G3XD18_PSEAE	Q9HXD3_PSEAE	bacteria	interacts
PA3872	PA3874	G3XD18	G3XD87	G3XD18_PSEAE	G3XD87_PSEAE	bacteria	interacts
PA3872	PA3875	G3XD18	G3XCX1	G3XD18_PSEAE	G3XCX1_PSEAE	bacteria	interacts
PA3873	PA3878	G3XCY9	G3XD66	G3XCY9_PSEAE	G3XD66_PSEAE	bacteria	interacts
PA3873	PA3875	G3XCY9	G3XCX1	G3XCY9_PSEAE	G3XCX1_PSEAE	bacteria	interacts
PA3873	PA3874	G3XCY9	G3XD87	G3XCY9_PSEAE	G3XD87_PSEAE	bacteria	interacts
PA3873	PA3879	G3XCY9	Q9HXD3	G3XCY9_PSEAE	Q9HXD3_PSEAE	bacteria	interacts
PA1695	PA1718	Q9I332	Q9I317	Q9I332_PSEAE	PSCE_PSEAE	bacteria	interacts
PA1695	PA1720	Q9I332	P95435	Q9I332_PSEAE	PSCG_PSEAE	bacteria	interacts
PA1694	PA1695	Q9I333	Q9I332	Q9I333_PSEAE	Q9I332_PSEAE	bacteria	interacts
PA1694	PA1718	Q9I333	Q9I317	Q9I333_PSEAE	PSCE_PSEAE	bacteria	interacts
PA1694	PA3704	Q9I333	Q9HXT7	Q9I333_PSEAE	Q9HXT7_PSEAE	bacteria	interacts
PA1694	PA1720	Q9I333	P95435	Q9I333_PSEAE	PSCG_PSEAE	bacteria	interacts
PA0001	PA5570	Q9I7C5	P29436	DNAA_PSEAE	RL34_PSEAE	bacteria	interacts
PA0001	PA1798	Q9I7C5	Q9I2U4	DNAA_PSEAE	Q9I2U4_PSEAE	bacteria	interacts
PA0001	PA4266	Q9I7C5	Q9HWD2	DNAA_PSEAE		bacteria	interacts
PA0001	PA4260	Q9I7C5	Q9HWD8	DNAA_PSEAE	RL2_PSEAE	bacteria	interacts
PA0001	PA4270	Q9I7C5	Q51561	DNAA_PSEAE		bacteria	interacts
PA4844	PA5369	Q9HUW6	G3XDA8	CTPL_PSEAE	PSTS_PSEAE	bacteria	interacts
PA1455	PA1464	P29248	G3XD72	FLIA_PSEAE	G3XD72_PSEAE	bacteria	interacts
PA1455	PA1458	P29248	G3XCT6	FLIA_PSEAE	G3XCT6_PSEAE	bacteria	interacts
PA1455	PA1456	P29248	Q51455	FLIA_PSEAE	CHEY_PSEAE	bacteria	interacts
PA1455	PA1694	P29248	Q9I333	FLIA_PSEAE	Q9I333_PSEAE	bacteria	interacts
PA1455	PA5233	P29248	Q9HTV7	FLIA_PSEAE	Q9HTV7_PSEAE	bacteria	interacts
PA1455	PA1460	P29248	G3XD73	FLIA_PSEAE	G3XD73_PSEAE	bacteria	interacts
PA1455	PA4238	P29248	O52760	FLIA_PSEAE		bacteria	interacts
PA1455	PA3349	P29248	Q9HYP7	FLIA_PSEAE	Q9HYP7_PSEAE	bacteria	interacts
PA1455	PA4953	P29248	Q9HUL2	FLIA_PSEAE	Q9HUL2_PSEAE	bacteria	interacts
PA1455	PA3348	P29248	O87131	FLIA_PSEAE	CHER1_PSEAE	bacteria	interacts
PA1455	PA1457	P29248	Q51434	FLIA_PSEAE	CHEZ_PSEAE	bacteria	interacts
PA1455	PA4954	P29248	Q9HUL1	FLIA_PSEAE	Q9HUL1_PSEAE	bacteria	interacts
PA1455	PA4270	P29248	Q51561	FLIA_PSEAE		bacteria	interacts
PA1455	PA1461	P29248	G3XD90	FLIA_PSEAE	G3XD90_PSEAE	bacteria	interacts
PA1455	PA3622	P29248	P45684	FLIA_PSEAE	RPOS_PSEAE	bacteria	interacts
PA1455	PA3704	P29248	Q9HXT7	FLIA_PSEAE	Q9HXT7_PSEAE	bacteria	interacts
PA1455	PA1463	P29248	G3XCY3	FLIA_PSEAE	G3XCY3_PSEAE	bacteria	interacts
PA1455	PA4462	P29248	P49988	FLIA_PSEAE	RP54_PSEAE	bacteria	interacts
PA1455	PA3351	P29248	Q79SU4	FLIA_PSEAE	Q9HYP5_PSEAE	bacteria	interacts
PA1454	PA1455	G3XD64	P29248	FLEN_PSEAE	FLIA_PSEAE	bacteria	interacts
PA1454	PA3703	G3XD64	Q9HXT8	FLEN_PSEAE	CHEB3_PSEAE	bacteria	interacts
PA1454	PA3351	G3XD64	Q79SU4	FLEN_PSEAE	Q9HYP5_PSEAE	bacteria	interacts
PA1454	PA5233	G3XD64	Q9HTV7	FLEN_PSEAE	Q9HTV7_PSEAE	bacteria	interacts
PA1454	PA1460	G3XD64	G3XD73	FLEN_PSEAE	G3XD73_PSEAE	bacteria	interacts
PA1454	PA1456	G3XD64	Q51455	FLEN_PSEAE	CHEY_PSEAE	bacteria	interacts
PA1454	PA1457	G3XD64	Q51434	FLEN_PSEAE	CHEZ_PSEAE	bacteria	interacts
PA1454	PA1461	G3XD64	G3XD90	FLEN_PSEAE	G3XD90_PSEAE	bacteria	interacts
PA1454	PA3349	G3XD64	Q9HYP7	FLEN_PSEAE	Q9HYP7_PSEAE	bacteria	interacts
PA0124	PA0125	Q9I708	Q9I707	Q9I708_PSEAE	Q9I707_PSEAE	bacteria	interacts
PA4724	PA4741	Q9HV75	Q9HV58	GLUQ_PSEAE	RS15_PSEAE	bacteria	interacts
PA1457	PA1458	Q51434	G3XCT6	CHEZ_PSEAE	G3XCT6_PSEAE	bacteria	interacts
PA1457	PA1464	Q51434	G3XD72	CHEZ_PSEAE	G3XD72_PSEAE	bacteria	interacts
PA1457	PA1460	Q51434	G3XD73	CHEZ_PSEAE	G3XD73_PSEAE	bacteria	interacts
PA1457	PA4309	Q51434	G3XD24	CHEZ_PSEAE	PCTA_PSEAE	bacteria	interacts
PA1457	PA4953	Q51434	Q9HUL2	CHEZ_PSEAE	Q9HUL2_PSEAE	bacteria	interacts
PA1457	PA3351	Q51434	Q79SU4	CHEZ_PSEAE	Q9HYP5_PSEAE	bacteria	interacts
PA1457	PA1463	Q51434	G3XCY3	CHEZ_PSEAE	G3XCY3_PSEAE	bacteria	interacts
PA1457	PA1461	Q51434	G3XD90	CHEZ_PSEAE	G3XD90_PSEAE	bacteria	interacts
PA1457	PA3704	Q51434	Q9HXT7	CHEZ_PSEAE	Q9HXT7_PSEAE	bacteria	interacts
PA1457	PA5233	Q51434	Q9HTV7	CHEZ_PSEAE	Q9HTV7_PSEAE	bacteria	interacts
PA1457	PA3349	Q51434	Q9HYP7	CHEZ_PSEAE	Q9HYP7_PSEAE	bacteria	interacts
PA1457	PA3707	Q51434	Q9HXT4	CHEZ_PSEAE	Q9HXT4_PSEAE	bacteria	interacts
PA1457	PA1459	Q51434	O87125	CHEZ_PSEAE	CHEB1_PSEAE	bacteria	interacts
PA1457	PA3348	Q51434	O87131	CHEZ_PSEAE	CHER1_PSEAE	bacteria	interacts
PA1457	PA3353	Q51434	Q9HYP3	CHEZ_PSEAE	Q9HYP3_PSEAE	bacteria	interacts
PA3874	PA3879	G3XD87	Q9HXD3	G3XD87_PSEAE	Q9HXD3_PSEAE	bacteria	interacts
PA3874	PA3878	G3XD87	G3XD66	G3XD87_PSEAE	G3XD66_PSEAE	bacteria	interacts
PA3874	PA3875	G3XD87	G3XCX1	G3XD87_PSEAE	G3XCX1_PSEAE	bacteria	interacts
PA3874	PA4202	G3XD87	Q9HWH9	G3XD87_PSEAE	NMO_PSEAE	bacteria	interacts
PA1336	PA5511	Q9I408	Q9HT62	Q9I408_PSEAE	Q9HT62_PSEAE	bacteria	interacts
PA1336	PA1337	Q9I408	Q9I407	Q9I408_PSEAE	ASPQ_PSEAE	bacteria	interacts
PA1336	PA5166	Q9I408	Q9HU19	Q9I408_PSEAE	DCTD_PSEAE	bacteria	interacts
PA3875	PA3878	G3XCX1	G3XD66	G3XCX1_PSEAE	G3XD66_PSEAE	bacteria	interacts
PA3875	PA3879	G3XCX1	Q9HXD3	G3XCX1_PSEAE	Q9HXD3_PSEAE	bacteria	interacts
PA3875	PA4202	G3XCX1	Q9HWH9	G3XCX1_PSEAE	NMO_PSEAE	bacteria	interacts
PA4601	PA4959	Q9HVI8	Q9HUK6	Q9HVI8_PSEAE	Q9HUK6_PSEAE	bacteria	interacts
PA1456	PA1930	Q51455	Q9I2H4	CHEY_PSEAE	Q9I2H4_PSEAE	bacteria	interacts
PA1456	PA4310	Q51455	Q9HW91	CHEY_PSEAE	PCTB_PSEAE	bacteria	interacts
PA1456	PA4915	Q51455	Q9HUP8	CHEY_PSEAE	Q9HUP8_PSEAE	bacteria	interacts
PA1456	PA4633	Q51455	Q9HVF8	CHEY_PSEAE	Q9HVF8_PSEAE	bacteria	interacts
PA1456	PA3704	Q51455	Q9HXT7	CHEY_PSEAE	Q9HXT7_PSEAE	bacteria	interacts
PA1456	PA2920	Q51455	Q9HZS7	CHEY_PSEAE	Q9HZS7_PSEAE	bacteria	interacts
PA1456	PA1458	Q51455	G3XCT6	CHEY_PSEAE	G3XCT6_PSEAE	bacteria	interacts
PA1456	PA4520	Q51455	Q9HVQ2	CHEY_PSEAE	Q9HVQ2_PSEAE	bacteria	interacts
PA1456	PA4307	Q51455	Q9HW93	CHEY_PSEAE	PCTC_PSEAE	bacteria	interacts
PA1456	PA1463	Q51455	G3XCY3	CHEY_PSEAE	G3XCY3_PSEAE	bacteria	interacts
PA1456	PA3703	Q51455	Q9HXT8	CHEY_PSEAE	CHEB3_PSEAE	bacteria	interacts
PA1456	PA4309	Q51455	G3XD24	CHEY_PSEAE	PCTA_PSEAE	bacteria	interacts
PA1456	PA3706	Q51455	Q9HXT5	CHEY_PSEAE	WSPC_PSEAE	bacteria	interacts
PA1456	PA3702	Q51455	Q9HXT9	CHEY_PSEAE	Q9HXT9_PSEAE	bacteria	interacts
PA1456	PA1464	Q51455	G3XD72	CHEY_PSEAE	G3XD72_PSEAE	bacteria	interacts
PA1456	PA4290	Q51455	Q9HWB0	CHEY_PSEAE	Q9HWB0_PSEAE	bacteria	interacts
PA1456	PA1460	Q51455	G3XD73	CHEY_PSEAE	G3XD73_PSEAE	bacteria	interacts
PA1456	PA1646	Q51455	Q9I379	CHEY_PSEAE	Q9I379_PSEAE	bacteria	interacts
PA1456	PA1461	Q51455	G3XD90	CHEY_PSEAE	G3XD90_PSEAE	bacteria	interacts
PA1456	PA4953	Q51455	Q9HUL2	CHEY_PSEAE	Q9HUL2_PSEAE	bacteria	interacts
PA1456	PA1457	Q51455	Q51434	CHEY_PSEAE	CHEZ_PSEAE	bacteria	interacts
PA1456	PA3351	Q51455	Q79SU4	CHEY_PSEAE	Q9HYP5_PSEAE	bacteria	interacts
PA1456	PA3348	Q51455	O87131	CHEY_PSEAE	CHER1_PSEAE	bacteria	interacts
PA1456	PA3707	Q51455	Q9HXT4	CHEY_PSEAE	Q9HXT4_PSEAE	bacteria	interacts
PA1456	PA1459	Q51455	O87125	CHEY_PSEAE	CHEB1_PSEAE	bacteria	interacts
PA1456	PA3349	Q51455	Q9HYP7	CHEY_PSEAE	Q9HYP7_PSEAE	bacteria	interacts
PA1456	PA2573	Q51455	Q9I0R3	CHEY_PSEAE	Q9I0R3_PSEAE	bacteria	interacts
PA1456	PA1608	Q51455	Q9I3B3	CHEY_PSEAE	Q9I3B3_PSEAE	bacteria	interacts
PA1456	PA2561	Q51455	G3XDA3	CHEY_PSEAE	CTPH_PSEAE	bacteria	interacts
PA4843	PA5017	Q9HUW7	Q9HUF2	Q9HUW7_PSEAE	Q9HUF2_PSEAE	bacteria	interacts
PA1335	PA1336	Q9I409	Q9I408	Q9I409_PSEAE	Q9I408_PSEAE	bacteria	interacts
PA1335	PA1340	Q9I409	Q9I404	Q9I409_PSEAE	Q9I404_PSEAE	bacteria	interacts
PA1335	PA5512	Q9I409	Q9HT61	Q9I409_PSEAE	Q9HT61_PSEAE	bacteria	interacts
PA1335	PA4462	Q9I409	P49988	Q9I409_PSEAE	RP54_PSEAE	bacteria	interacts
PA1335	PA5165	Q9I409	Q9HU20	Q9I409_PSEAE	DCTB_PSEAE	bacteria	interacts
PA1335	PA1341	Q9I409	Q9I403	Q9I409_PSEAE	Q9I403_PSEAE	bacteria	interacts
PA2548	PA5369	Q9I0T6	G3XDA8	Q9I0T6_PSEAE	PSTS_PSEAE	bacteria	interacts
PA1459	PA1646	O87125	Q9I379	CHEB1_PSEAE	Q9I379_PSEAE	bacteria	interacts
PA1459	PA4844	O87125	Q9HUW6	CHEB1_PSEAE	CTPL_PSEAE	bacteria	interacts
PA1459	PA1461	O87125	G3XD90	CHEB1_PSEAE	G3XD90_PSEAE	bacteria	interacts
PA1459	PA2561	O87125	G3XDA3	CHEB1_PSEAE	CTPH_PSEAE	bacteria	interacts
PA1459	PA1464	O87125	G3XD72	CHEB1_PSEAE	G3XD72_PSEAE	bacteria	interacts
PA1459	PA1460	O87125	G3XD73	CHEB1_PSEAE	G3XD73_PSEAE	bacteria	interacts
PA1459	PA3706	O87125	Q9HXT5	CHEB1_PSEAE	WSPC_PSEAE	bacteria	interacts
PA1459	PA1608	O87125	Q9I3B3	CHEB1_PSEAE	Q9I3B3_PSEAE	bacteria	interacts
PA1459	PA4307	O87125	Q9HW93	CHEB1_PSEAE	PCTC_PSEAE	bacteria	interacts
PA1459	PA4290	O87125	Q9HWB0	CHEB1_PSEAE	Q9HWB0_PSEAE	bacteria	interacts
PA1459	PA3348	O87125	O87131	CHEB1_PSEAE	CHER1_PSEAE	bacteria	interacts
PA1459	PA3349	O87125	Q9HYP7	CHEB1_PSEAE	Q9HYP7_PSEAE	bacteria	interacts
PA1459	PA2920	O87125	Q9HZS7	CHEB1_PSEAE	Q9HZS7_PSEAE	bacteria	interacts
PA1459	PA4520	O87125	Q9HVQ2	CHEB1_PSEAE	Q9HVQ2_PSEAE	bacteria	interacts
PA1459	PA4309	O87125	G3XD24	CHEB1_PSEAE	PCTA_PSEAE	bacteria	interacts
PA1459	PA2573	O87125	Q9I0R3	CHEB1_PSEAE	Q9I0R3_PSEAE	bacteria	interacts
PA1459	PA3708	O87125	Q9HXT3	CHEB1_PSEAE	Q9HXT3_PSEAE	bacteria	interacts
PA1459	PA4310	O87125	Q9HW91	CHEB1_PSEAE	PCTB_PSEAE	bacteria	interacts
PA1459	PA1463	O87125	G3XCY3	CHEB1_PSEAE	G3XCY3_PSEAE	bacteria	interacts
PA1459	PA4633	O87125	Q9HVF8	CHEB1_PSEAE	Q9HVF8_PSEAE	bacteria	interacts
PA1459	PA3704	O87125	Q9HXT7	CHEB1_PSEAE	Q9HXT7_PSEAE	bacteria	interacts
PA1459	PA1930	O87125	Q9I2H4	CHEB1_PSEAE	Q9I2H4_PSEAE	bacteria	interacts
PA1459	PA4915	O87125	Q9HUP8	CHEB1_PSEAE	Q9HUP8_PSEAE	bacteria	interacts
PA3639	PA5174	Q9HXZ2	Q9HU15	ACCA_PSEAE	FABY_PSEAE	bacteria	interacts
PA3639	PA4785	Q9HXZ2	Q9HV23	ACCA_PSEAE	Q9HV23_PSEAE	bacteria	interacts
PA3639	PA3925	Q9HXZ2	G3XD40	ACCA_PSEAE	G3XD40_PSEAE	bacteria	interacts
PA1337	PA1638	Q9I407	Q9I387	ASPQ_PSEAE	GLSA_PSEAE	bacteria	interacts
PA1337	PA1339	Q9I407	Q9I405	ASPQ_PSEAE	Q9I405_PSEAE	bacteria	interacts
PA1337	PA5508	Q9I407	Q9HT65	ASPQ_PSEAE	Q9HT65_PSEAE	bacteria	interacts
PA1337	PA1341	Q9I407	Q9I403	ASPQ_PSEAE	Q9I403_PSEAE	bacteria	interacts
PA1337	PA5119	Q9I407	Q9HU65	ASPQ_PSEAE	GLN1B_PSEAE	bacteria	interacts
PA1337	PA1566	Q9I407	Q9I3F1	ASPQ_PSEAE	Q9I3F1_PSEAE	bacteria	interacts
PA1337	PA2040	Q9I407	Q9I275	ASPQ_PSEAE	Q9I275_PSEAE	bacteria	interacts
PA1337	PA5522	Q9I407	Q9HT51	ASPQ_PSEAE	Q9HT51_PSEAE	bacteria	interacts
PA1337	PA3356	Q9I407	Q9HYP0	ASPQ_PSEAE	Q9HYP0_PSEAE	bacteria	interacts
PA1337	PA2250	Q9I407	Q9I1L9	ASPQ_PSEAE	DLDH1_PSEAE	bacteria	interacts
PA1337	PA1340	Q9I407	Q9I404	ASPQ_PSEAE	Q9I404_PSEAE	bacteria	interacts
PA1458	PA1930	G3XCT6	Q9I2H4	G3XCT6_PSEAE	Q9I2H4_PSEAE	bacteria	interacts
PA1458	PA4310	G3XCT6	Q9HW91	G3XCT6_PSEAE	PCTB_PSEAE	bacteria	interacts
PA1458	PA2920	G3XCT6	Q9HZS7	G3XCT6_PSEAE	Q9HZS7_PSEAE	bacteria	interacts
PA1458	PA4915	G3XCT6	Q9HUP8	G3XCT6_PSEAE	Q9HUP8_PSEAE	bacteria	interacts
PA1458	PA4290	G3XCT6	Q9HWB0	G3XCT6_PSEAE	Q9HWB0_PSEAE	bacteria	interacts
PA1458	PA4307	G3XCT6	Q9HW93	G3XCT6_PSEAE	PCTC_PSEAE	bacteria	interacts
PA1458	PA4520	G3XCT6	Q9HVQ2	G3XCT6_PSEAE	Q9HVQ2_PSEAE	bacteria	interacts
PA1458	PA4309	G3XCT6	G3XD24	G3XCT6_PSEAE	PCTA_PSEAE	bacteria	interacts
PA1458	PA3706	G3XCT6	Q9HXT5	G3XCT6_PSEAE	WSPC_PSEAE	bacteria	interacts
PA1458	PA1460	G3XCT6	G3XD73	G3XCT6_PSEAE	G3XD73_PSEAE	bacteria	interacts
PA1458	PA1464	G3XCT6	G3XD72	G3XCT6_PSEAE	G3XD72_PSEAE	bacteria	interacts
PA1458	PA3946	G3XCT6	Q9HX70	G3XCT6_PSEAE	Q9HX70_PSEAE	bacteria	interacts
PA1458	PA1461	G3XCT6	G3XD90	G3XCT6_PSEAE	G3XD90_PSEAE	bacteria	interacts
PA1458	PA4844	G3XCT6	Q9HUW6	G3XCT6_PSEAE	CTPL_PSEAE	bacteria	interacts
PA1458	PA1646	G3XCT6	Q9I379	G3XCT6_PSEAE	Q9I379_PSEAE	bacteria	interacts
PA1458	PA4633	G3XCT6	Q9HVF8	G3XCT6_PSEAE	Q9HVF8_PSEAE	bacteria	interacts
PA1458	PA3703	G3XCT6	Q9HXT8	G3XCT6_PSEAE	CHEB3_PSEAE	bacteria	interacts
PA1458	PA1463	G3XCT6	G3XCY3	G3XCT6_PSEAE	G3XCY3_PSEAE	bacteria	interacts
PA1458	PA3708	G3XCT6	Q9HXT3	G3XCT6_PSEAE	Q9HXT3_PSEAE	bacteria	interacts
PA1458	PA2561	G3XCT6	G3XDA3	G3XCT6_PSEAE	CTPH_PSEAE	bacteria	interacts
PA1458	PA2573	G3XCT6	Q9I0R3	G3XCT6_PSEAE	Q9I0R3_PSEAE	bacteria	interacts
PA1458	PA1608	G3XCT6	Q9I3B3	G3XCT6_PSEAE	Q9I3B3_PSEAE	bacteria	interacts
PA1458	PA4953	G3XCT6	Q9HUL2	G3XCT6_PSEAE	Q9HUL2_PSEAE	bacteria	interacts
PA1458	PA3348	G3XCT6	O87131	G3XCT6_PSEAE	CHER1_PSEAE	bacteria	interacts
PA1458	PA1459	G3XCT6	O87125	G3XCT6_PSEAE	CHEB1_PSEAE	bacteria	interacts
PA1458	PA3707	G3XCT6	Q9HXT4	G3XCT6_PSEAE	Q9HXT4_PSEAE	bacteria	interacts
PA1458	PA3349	G3XCT6	Q9HYP7	G3XCT6_PSEAE	Q9HYP7_PSEAE	bacteria	interacts
PA4725	PA5332	Q7DID2	G3XDB0	Q9HV74_PSEAE	G3XDB0_PSEAE	bacteria	interacts
PA4725	PA4726	Q7DID2	Q7DID1	Q9HV74_PSEAE	Q9HV73_PSEAE	bacteria	interacts
PA4725	PA4944	Q7DID2	Q9HUM0	Q9HV74_PSEAE	HFQ_PSEAE	bacteria	interacts
PA4725	PA5125	Q7DID2	Q9HU59	Q9HV74_PSEAE	Q9HU59_PSEAE	bacteria	interacts
PA3878	PA3880	G3XD66	Q9HXD2	G3XD66_PSEAE	ANVM_PSEAE	bacteria	interacts
PA3878	PA3948	G3XD66	Q9HX68	G3XD66_PSEAE	Q9HX68_PSEAE	bacteria	interacts
